education,coding_level,core_interest,data_interest,research_interest,govt_job_interest,business_interest,leadership,risk_taking,communication,long_term_goal,hands_on,problem_solving,target,coding_interest,math_strength,physics_interest,statistics_interest,design_interest,management_interest,govt_exam,biology_interest,patient_care,lab_work,stress_tolerance,field_work,ethics_empathy,memorization,long_study,interest_math,interest_physics,interest_chemistry,interest_biology,interest_commerce,logical_thinking,practical_learning,exam_tolerance
Intermediate_MPC,,,,2.0,,,,,,,5.0,1.0,Software Engineer,5.0,5.0,3.0,4.0,5.0,4.0,3.0,,,,,,,,,,,,,,,,
Intermediate_BiPC,,,,3.0,,,,,,,,,Pharmacist,,,,,,,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,1.0,,,,,,,,
Intermediate_BiPC,,,,5.0,,,,,,,,,Public Health,,,,,,,5.0,3.0,2.0,1.0,2.0,5.0,4.0,4.0,1.0,,,,,,,,
Engineering,3.0,2.0,1.0,4.0,1.0,2.0,3.0,4.0,2.0,5.0,2.0,3.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
Intermediate_BiPC,,,,3.0,,,,,,,,,Pharmacist,,,,,,,5.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_MPC,,,,,,,,,,,,,,4.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0
Intermediate_MPC,,,,1.0,,,,,,,1.0,3.0,Data Scientist,1.0,1.0,5.0,4.0,5.0,5.0,1.0,,,,,,,,,,,,,,,,
Intermediate_BiPC,,,,1.0,,,,,,,,,Doctor,,,,,,,5.0,1.0,5.0,2.0,4.0,1.0,3.0,3.0,3.0,,,,,,,,
Intermediate_MPC,,,,3.0,,,,,,,2.0,5.0,Software Engineer,3.0,2.0,2.0,2.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,
Intermediate_MPC,,,,1.0,,,,,,,1.0,3.0,Software Engineer,5.0,2.0,5.0,4.0,5.0,5.0,2.0,,,,,,,,,,,,,,,,
Intermediate_MPC,,,,2.0,,,,,,,1.0,1.0,Data Scientist,2.0,4.0,2.0,4.0,3.0,5.0,3.0,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Arts,,,,,,,,,,,,,,5.0,1.0,4.0,5.0,5.0,2.0,4.0,1.0,1.0,2.0
Intermediate_MPC,,,,2.0,,,,,,,2.0,3.0,Data Scientist,4.0,4.0,1.0,5.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_MPC,,,,,,,,,,,,,,4.0,5.0,5.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0
10th,,,,,,,,,,,,,Intermediate_MPC,,,,,,,,,,,,,,1.0,5.0,5.0,5.0,3.0,4.0,5.0,2.0,5.0,1.0
Engineering,1.0,4.0,5.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_MPC,,,,,,,,,,,,,,1.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,5.0
Intermediate_BiPC,,,,5.0,,,,,,,,,Doctor,,,,,,,2.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,5.0,,,,,,,,
10th,,,,,,,,,,,,,Arts,,,,,,,,,,,,,,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0
Intermediate_BiPC,,,,2.0,,,,,,,,,Pharmacist,,,,,,,3.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_BiPC,,,,,,,,,,,,,,1.0,4.0,4.0,3.0,4.0,3.0,5.0,1.0,2.0,1.0
Intermediate_BiPC,,,,2.0,,,,,,,,,Doctor,,,,,,,2.0,1.0,5.0,5.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,
Intermediate_BiPC,,,,1.0,,,,,,,,,Doctor,,,,,,,3.0,2.0,3.0,4.0,5.0,4.0,1.0,4.0,4.0,,,,,,,,
Engineering,5.0,3.0,4.0,4.0,2.0,5.0,5.0,2.0,3.0,3.0,4.0,5.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
Engineering,5.0,4.0,5.0,3.0,4.0,2.0,5.0,5.0,4.0,2.0,3.0,5.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
Intermediate_MPC,,,,2.0,,,,,,,4.0,4.0,Civil Engineer,2.0,3.0,3.0,2.0,1.0,3.0,5.0,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Arts,,,,,,,,,,,,,,2.0,2.0,1.0,5.0,1.0,3.0,4.0,1.0,2.0,1.0
10th,,,,,,,,,,,,,Intermediate_MPC,,,,,,,,,,,,,,2.0,2.0,1.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0
10th,,,,,,,,,,,,,Intermediate_MPC,,,,,,,,,,,,,,2.0,5.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,5.0
10th,,,,,,,,,,,,,Intermediate_MPC,,,,,,,,,,,,,,4.0,2.0,3.0,5.0,2.0,5.0,1.0,4.0,3.0,4.0
Intermediate_MPC,,,,3.0,,,,,,,1.0,5.0,Software Engineer,3.0,5.0,1.0,1.0,3.0,5.0,2.0,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Arts,,,,,,,,,,,,,,2.0,1.0,1.0,4.0,3.0,5.0,3.0,2.0,1.0,2.0
10th,,,,,,,,,,,,,Intermediate_BiPC,,,,,,,,,,,,,,3.0,4.0,2.0,3.0,3.0,5.0,1.0,4.0,1.0,3.0
Engineering,5.0,3.0,5.0,5.0,1.0,5.0,3.0,2.0,5.0,1.0,2.0,4.0,Data Scientist,,,,,,,,,,,,,,,,,,,,,,,
Intermediate_MPC,,,,4.0,,,,,,,1.0,3.0,Software Engineer,4.0,5.0,1.0,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,
Intermediate_MPC,,,,4.0,,,,,,,5.0,3.0,Civil Engineer,1.0,3.0,5.0,5.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,
Engineering,5.0,2.0,4.0,5.0,4.0,5.0,1.0,3.0,4.0,5.0,5.0,2.0,Research Engineer,,,,,,,,,,,,,,,,,,,,,,,
Engineering,5.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,1.0,5.0,1.0,3.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
Intermediate_MPC,,,,1.0,,,,,,,3.0,4.0,Software Engineer,3.0,3.0,3.0,1.0,3.0,5.0,3.0,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_BiPC,,,,,,,,,,,,,,1.0,5.0,3.0,1.0,3.0,3.0,2.0,1.0,5.0,1.0
Engineering,5.0,5.0,5.0,1.0,3.0,2.0,5.0,4.0,4.0,3.0,4.0,5.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_MPC,,,,,,,,,,,,,,1.0,4.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,4.0
Intermediate_BiPC,,,,5.0,,,,,,,,,Biotech Research,,,,,,,3.0,3.0,2.0,5.0,4.0,2.0,4.0,3.0,4.0,,,,,,,,
Intermediate_BiPC,,,,4.0,,,,,,,,,Doctor,,,,,,,1.0,4.0,4.0,2.0,5.0,4.0,2.0,5.0,5.0,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_BiPC,,,,,,,,,,,,,,4.0,5.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0
Intermediate_MPC,,,,1.0,,,,,,,4.0,1.0,Civil Engineer,1.0,5.0,4.0,3.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,
Engineering,1.0,2.0,5.0,3.0,1.0,5.0,2.0,1.0,1.0,4.0,2.0,2.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
Intermediate_MPC,,,,4.0,,,,,,,1.0,2.0,Software Engineer,4.0,2.0,2.0,1.0,5.0,5.0,2.0,,,,,,,,,,,,,,,,
Intermediate_MPC,,,,3.0,,,,,,,3.0,4.0,Data Scientist,3.0,3.0,1.0,4.0,3.0,1.0,5.0,,,,,,,,,,,,,,,,
Engineering,1.0,1.0,3.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,5.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_MPC,,,,,,,,,,,,,,5.0,3.0,2.0,3.0,3.0,1.0,3.0,5.0,1.0,5.0
Intermediate_BiPC,,,,5.0,,,,,,,,,Biotech Research,,,,,,,2.0,4.0,5.0,2.0,3.0,4.0,4.0,1.0,5.0,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_MPC,,,,,,,,,,,,,,5.0,2.0,5.0,5.0,4.0,1.0,1.0,5.0,5.0,5.0
Intermediate_BiPC,,,,4.0,,,,,,,,,Pharmacist,,,,,,,1.0,3.0,1.0,5.0,1.0,4.0,4.0,5.0,5.0,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_BiPC,,,,,,,,,,,,,,2.0,4.0,1.0,4.0,4.0,5.0,4.0,2.0,1.0,4.0
10th,,,,,,,,,,,,,Intermediate_MPC,,,,,,,,,,,,,,4.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0
10th,,,,,,,,,,,,,Intermediate_BiPC,,,,,,,,,,,,,,1.0,3.0,1.0,3.0,4.0,4.0,5.0,3.0,1.0,3.0
10th,,,,,,,,,,,,,Intermediate_BiPC,,,,,,,,,,,,,,1.0,2.0,3.0,1.0,3.0,5.0,5.0,4.0,1.0,2.0
10th,,,,,,,,,,,,,Arts,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0
Engineering,5.0,2.0,1.0,5.0,2.0,2.0,5.0,5.0,4.0,5.0,2.0,1.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
Intermediate_MPC,,,,4.0,,,,,,,5.0,2.0,Civil Engineer,4.0,4.0,5.0,1.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,
Intermediate_MPC,,,,4.0,,,,,,,4.0,3.0,Civil Engineer,1.0,1.0,2.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_BiPC,,,,,,,,,,,,,,5.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0
Engineering,2.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,1.0,3.0,4.0,3.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Arts,,,,,,,,,,,,,,4.0,2.0,5.0,1.0,1.0,4.0,4.0,2.0,3.0,1.0
Engineering,3.0,1.0,5.0,2.0,2.0,5.0,4.0,5.0,1.0,1.0,3.0,5.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
Intermediate_MPC,,,,3.0,,,,,,,5.0,3.0,Civil Engineer,2.0,2.0,1.0,4.0,5.0,2.0,5.0,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_BiPC,,,,,,,,,,,,,,5.0,3.0,5.0,2.0,5.0,2.0,3.0,4.0,4.0,3.0
Engineering,2.0,2.0,1.0,5.0,4.0,5.0,3.0,2.0,3.0,3.0,4.0,1.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_MPC,,,,,,,,,,,,,,4.0,1.0,5.0,4.0,4.0,2.0,1.0,3.0,3.0,5.0
Engineering,2.0,5.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,1.0,1.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_MPC,,,,,,,,,,,,,,2.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,5.0
10th,,,,,,,,,,,,,Intermediate_BiPC,,,,,,,,,,,,,,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,1.0,3.0
Intermediate_BiPC,,,,1.0,,,,,,,,,Pharmacist,,,,,,,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,,,,,,,,
Intermediate_BiPC,,,,3.0,,,,,,,,,Public Health,,,,,,,3.0,5.0,3.0,3.0,5.0,4.0,5.0,2.0,3.0,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_BiPC,,,,,,,,,,,,,,4.0,3.0,3.0,5.0,5.0,4.0,3.0,1.0,1.0,3.0
10th,,,,,,,,,,,,,Intermediate_MPC,,,,,,,,,,,,,,5.0,2.0,3.0,5.0,3.0,2.0,5.0,5.0,1.0,1.0
Engineering,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,1.0,2.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
Intermediate_MPC,,,,3.0,,,,,,,4.0,3.0,Software Engineer,4.0,5.0,4.0,3.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,
Engineering,1.0,1.0,4.0,5.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
Intermediate_MPC,,,,5.0,,,,,,,4.0,2.0,Civil Engineer,4.0,4.0,2.0,4.0,3.0,2.0,5.0,,,,,,,,,,,,,,,,
Intermediate_BiPC,,,,3.0,,,,,,,,,Public Health,,,,,,,5.0,5.0,5.0,1.0,3.0,3.0,2.0,3.0,1.0,,,,,,,,
Intermediate_BiPC,,,,1.0,,,,,,,,,Public Health,,,,,,,4.0,5.0,2.0,2.0,3.0,3.0,5.0,3.0,2.0,,,,,,,,
Intermediate_BiPC,,,,3.0,,,,,,,,,Pharmacist,,,,,,,2.0,2.0,2.0,5.0,3.0,2.0,1.0,4.0,3.0,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_MPC,,,,,,,,,,,,,,2.0,5.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,5.0
Engineering,1.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
Engineering,3.0,5.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,5.0,4.0,2.0,Core Engineer,,,,,,,,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_MPC,,,,,,,,,,,,,,3.0,1.0,4.0,5.0,2.0,3.0,1.0,4.0,1.0,4.0
Engineering,4.0,5.0,3.0,2.0,5.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
Engineering,4.0,5.0,1.0,5.0,1.0,2.0,1.0,3.0,4.0,1.0,3.0,1.0,Core Engineer,,,,,,,,,,,,,,,,,,,,,,,
Intermediate_MPC,,,,4.0,,,,,,,1.0,2.0,Software Engineer,4.0,2.0,1.0,1.0,3.0,5.0,2.0,,,,,,,,,,,,,,,,
Intermediate_BiPC,,,,5.0,,,,,,,,,Doctor,,,,,,,2.0,2.0,4.0,5.0,4.0,4.0,3.0,1.0,3.0,,,,,,,,
Engineering,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,2.0,2.0,4.0,4.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_BiPC,,,,,,,,,,,,,,4.0,3.0,2.0,2.0,5.0,4.0,1.0,1.0,5.0,4.0
Engineering,5.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,5.0,3.0,5.0,2.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_BiPC,,,,,,,,,,,,,,5.0,5.0,5.0,1.0,4.0,5.0,5.0,1.0,1.0,4.0
Intermediate_MPC,,,,2.0,,,,,,,5.0,3.0,Data Scientist,1.0,1.0,2.0,5.0,4.0,5.0,2.0,,,,,,,,,,,,,,,,
Intermediate_BiPC,,,,4.0,,,,,,,,,Public Health,,,,,,,5.0,1.0,1.0,2.0,3.0,2.0,3.0,5.0,2.0,,,,,,,,
Intermediate_MPC,,,,1.0,,,,,,,5.0,3.0,Software Engineer,5.0,4.0,3.0,4.0,1.0,3.0,4.0,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Arts,,,,,,,,,,,,,,2.0,2.0,5.0,1.0,2.0,4.0,5.0,3.0,2.0,1.0
Engineering,5.0,5.0,2.0,4.0,2.0,4.0,5.0,3.0,4.0,2.0,3.0,2.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_BiPC,,,,,,,,,,,,,,5.0,5.0,2.0,1.0,5.0,2.0,2.0,5.0,1.0,1.0
Intermediate_MPC,,,,2.0,,,,,,,3.0,4.0,Data Scientist,2.0,1.0,2.0,5.0,3.0,1.0,4.0,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_MPC,,,,,,,,,,,,,,1.0,1.0,3.0,2.0,4.0,1.0,2.0,4.0,5.0,2.0
Intermediate_MPC,,,,1.0,,,,,,,4.0,5.0,Software Engineer,4.0,4.0,4.0,3.0,4.0,1.0,4.0,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_MPC,,,,,,,,,,,,,,4.0,3.0,5.0,1.0,1.0,4.0,5.0,4.0,5.0,4.0
Intermediate_MPC,,,,3.0,,,,,,,4.0,5.0,Software Engineer,3.0,4.0,5.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,
Intermediate_BiPC,,,,2.0,,,,,,,,,Doctor,,,,,,,4.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,,,,,,,,
Intermediate_BiPC,,,,4.0,,,,,,,,,Biotech Research,,,,,,,4.0,5.0,3.0,4.0,1.0,1.0,3.0,2.0,5.0,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_BiPC,,,,,,,,,,,,,,4.0,3.0,5.0,1.0,4.0,4.0,1.0,3.0,5.0,3.0
Intermediate_MPC,,,,2.0,,,,,,,2.0,1.0,Data Scientist,2.0,4.0,1.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,
Intermediate_MPC,,,,1.0,,,,,,,5.0,4.0,Civil Engineer,4.0,1.0,1.0,3.0,1.0,3.0,5.0,,,,,,,,,,,,,,,,
Intermediate_BiPC,,,,1.0,,,,,,,,,Doctor,,,,,,,4.0,1.0,3.0,1.0,3.0,2.0,1.0,4.0,3.0,,,,,,,,
Engineering,4.0,1.0,1.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
Engineering,1.0,1.0,2.0,3.0,2.0,4.0,4.0,5.0,3.0,1.0,5.0,4.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_BiPC,,,,,,,,,,,,,,2.0,2.0,1.0,3.0,5.0,4.0,1.0,2.0,1.0,1.0
Intermediate_BiPC,,,,4.0,,,,,,,,,Pharmacist,,,,,,,4.0,2.0,4.0,5.0,3.0,2.0,2.0,5.0,1.0,,,,,,,,
Intermediate_BiPC,,,,3.0,,,,,,,,,Pharmacist,,,,,,,2.0,4.0,3.0,5.0,1.0,2.0,3.0,1.0,3.0,,,,,,,,
Intermediate_BiPC,,,,5.0,,,,,,,,,Biotech Research,,,,,,,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,,,,,,,,
Intermediate_MPC,,,,5.0,,,,,,,2.0,3.0,Data Scientist,1.0,4.0,1.0,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,
Intermediate_MPC,,,,4.0,,,,,,,1.0,5.0,Civil Engineer,1.0,1.0,4.0,3.0,1.0,2.0,5.0,,,,,,,,,,,,,,,,
Engineering,1.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
Intermediate_MPC,,,,3.0,,,,,,,5.0,4.0,Civil Engineer,4.0,3.0,4.0,4.0,4.0,3.0,5.0,,,,,,,,,,,,,,,,
Intermediate_BiPC,,,,4.0,,,,,,,,,Doctor,,,,,,,2.0,3.0,3.0,4.0,5.0,4.0,2.0,5.0,5.0,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_BiPC,,,,,,,,,,,,,,5.0,5.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0
Intermediate_BiPC,,,,4.0,,,,,,,,,Public Health,,,,,,,1.0,3.0,4.0,4.0,2.0,5.0,4.0,2.0,1.0,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_MPC,,,,,,,,,,,,,,3.0,1.0,2.0,4.0,3.0,5.0,2.0,3.0,2.0,5.0
Engineering,2.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
Engineering,4.0,1.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_BiPC,,,,,,,,,,,,,,4.0,2.0,1.0,4.0,3.0,5.0,1.0,5.0,3.0,2.0
Intermediate_BiPC,,,,4.0,,,,,,,,,Biotech Research,,,,,,,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,
Engineering,2.0,4.0,2.0,1.0,2.0,5.0,3.0,5.0,4.0,2.0,5.0,5.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_BiPC,,,,,,,,,,,,,,5.0,2.0,1.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0
Intermediate_BiPC,,,,1.0,,,,,,,,,Pharmacist,,,,,,,1.0,2.0,1.0,4.0,3.0,1.0,4.0,5.0,3.0,,,,,,,,
Engineering,5.0,5.0,4.0,2.0,1.0,4.0,3.0,5.0,1.0,3.0,3.0,4.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
Intermediate_BiPC,,,,4.0,,,,,,,,,Pharmacist,,,,,,,2.0,3.0,4.0,5.0,2.0,4.0,4.0,3.0,2.0,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_BiPC,,,,,,,,,,,,,,1.0,5.0,1.0,2.0,5.0,5.0,1.0,5.0,5.0,1.0
Engineering,2.0,5.0,5.0,3.0,2.0,5.0,3.0,3.0,4.0,1.0,5.0,3.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
Intermediate_MPC,,,,5.0,,,,,,,5.0,2.0,Civil Engineer,2.0,2.0,5.0,4.0,5.0,5.0,2.0,,,,,,,,,,,,,,,,
Intermediate_MPC,,,,5.0,,,,,,,2.0,5.0,Data Scientist,2.0,5.0,1.0,4.0,5.0,5.0,1.0,,,,,,,,,,,,,,,,
Engineering,3.0,3.0,1.0,1.0,3.0,4.0,2.0,2.0,4.0,5.0,3.0,2.0,Govt Engineer,,,,,,,,,,,,,,,,,,,,,,,
Engineering,5.0,5.0,2.0,4.0,3.0,2.0,5.0,4.0,3.0,1.0,1.0,5.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
Engineering,2.0,2.0,5.0,1.0,3.0,5.0,2.0,2.0,2.0,4.0,3.0,2.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
Intermediate_MPC,,,,2.0,,,,,,,4.0,5.0,Civil Engineer,1.0,1.0,4.0,5.0,5.0,2.0,4.0,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Arts,,,,,,,,,,,,,,2.0,3.0,5.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0
Intermediate_BiPC,,,,3.0,,,,,,,,,Public Health,,,,,,,5.0,5.0,5.0,1.0,3.0,3.0,5.0,3.0,2.0,,,,,,,,
Intermediate_MPC,,,,2.0,,,,,,,2.0,5.0,Data Scientist,3.0,4.0,1.0,5.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,
Intermediate_BiPC,,,,5.0,,,,,,,,,Biotech Research,,,,,,,3.0,3.0,2.0,4.0,4.0,2.0,5.0,5.0,5.0,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_MPC,,,,,,,,,,,,,,1.0,5.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,5.0
Engineering,5.0,1.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,Software Engineer,,,,,,,,,,,,,,,,,,,,,,,
Intermediate_BiPC,,,,3.0,,,,,,,,,Pharmacist,,,,,,,4.0,4.0,2.0,5.0,5.0,5.0,1.0,4.0,3.0,,,,,,,,
Intermediate_MPC,,,,2.0,,,,,,,2.0,5.0,Data Scientist,1.0,5.0,5.0,4.0,5.0,5.0,1.0,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_BiPC,,,,,,,,,,,,,,5.0,4.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0
10th,,,,,,,,,,,,,Arts,,,,,,,,,,,,,,3.0,1.0,1.0,4.0,3.0,5.0,4.0,2.0,2.0,2.0
Engineering,1.0,5.0,5.0,1.0,3.0,1.0,5.0,5.0,2.0,4.0,5.0,2.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
Engineering,5.0,5.0,2.0,1.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
Intermediate_MPC,,,,3.0,,,,,,,4.0,1.0,Civil Engineer,3.0,2.0,4.0,1.0,4.0,3.0,5.0,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_BiPC,,,,,,,,,,,,,,2.0,5.0,1.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0
Engineering,5.0,1.0,3.0,4.0,5.0,2.0,3.0,1.0,3.0,2.0,1.0,5.0,Software Engineer,,,,,,,,,,,,,,,,,,,,,,,
Engineering,3.0,3.0,3.0,4.0,2.0,3.0,2.0,1.0,4.0,1.0,4.0,4.0,Software Engineer,,,,,,,,,,,,,,,,,,,,,,,
Intermediate_MPC,,,,3.0,,,,,,,1.0,1.0,Civil Engineer,5.0,4.0,5.0,4.0,5.0,4.0,5.0,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_MPC,,,,,,,,,,,,,,5.0,1.0,5.0,4.0,2.0,5.0,2.0,2.0,5.0,2.0
Engineering,5.0,1.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_BiPC,,,,,,,,,,,,,,5.0,4.0,1.0,5.0,2.0,1.0,3.0,2.0,1.0,1.0
Engineering,5.0,5.0,3.0,2.0,2.0,2.0,5.0,4.0,2.0,4.0,1.0,3.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
Intermediate_MPC,,,,1.0,,,,,,,3.0,3.0,Civil Engineer,1.0,1.0,5.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
Engineering,4.0,4.0,1.0,5.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,Research Engineer,,,,,,,,,,,,,,,,,,,,,,,
Engineering,1.0,5.0,1.0,2.0,3.0,5.0,3.0,4.0,3.0,2.0,3.0,1.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
10th,,,,,,,,,,,,,Intermediate_MPC,,,,,,,,,,,,,,5.0,1.0,3.0,5.0,2.0,3.0,4.0,2.0,2.0,3.0
Engineering,5.0,2.0,1.0,3.0,5.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,Startup Founder,,,,,,,,,,,,,,,,,,,,,,,
